time	sn_day_avg	sn_day_max	sn_day_min	sm_day_avg	sm_day_max	sm_day_min	sx_day_avg	sx_day_max	sx_day_min	dn_day_avg	dn_day_max	dn_day_min	dm_day_avg	dm_day_max	dm_day_min	dx_day_avg	dx_day_max	dx_day_min	ta_day_avg	ta_day_max	ta_day_min	pa_day_avg	pa_day_max	pa_day_min	ua_day_avg	ua_day_max	ua_day_min	rc_day_avg	rc_day_max	rc_day_min	rd_day_avg	rd_day_max	rd_day_min	ri_day_avg	ri_day_max	ri_day_min	
2018-08-28 01:00:00+02	0.44	3.50	0.00	1.23	5.40	0.10	1.99	6.90	0.20	225.61	359.00	0.00	240.78	359.00	0.00	189.61	359.00	0.00	16.98	22.80	10.40	992.03	994.20	990.40	63.17	82.80	43.20	0.00	0.00	0.00	3.17	10.00	0.00	0.00	0.00	0.00	
2018-08-29 01:00:00+02	0.36	2.90	0.00	1.16	4.70	0.10	2.00	6.40	0.30	169.83	359.00	0.00	148.87	359.00	1.00	164.74	359.00	0.00	18.24	23.90	12.20	992.67	994.50	990.20	58.39	83.70	36.40	0.00	0.00	0.00	0.43	10.00	0.00	0.00	0.00	0.00	
2018-08-30 01:00:00+02	0.40	3.80	0.00	1.18	4.80	0.10	1.98	6.90	0.30	198.96	359.00	1.00	216.91	359.00	0.00	198.04	359.00	0.00	20.58	27.90	12.40	989.43	991.50	988.30	56.57	79.90	32.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-08-31 01:00:00+02	0.45	2.50	0.00	1.40	3.90	0.20	2.31	5.70	0.60	180.39	359.00	0.00	210.17	359.00	0.00	206.30	359.00	0.00	19.07	22.90	16.50	993.11	994.20	991.30	67.08	82.00	47.30	0.19	0.24	0.00	364.09	470.00	0.00	0.01	7.70	0.00	
2018-09-01 01:00:00+02	0.73	3.40	0.00	2.35	6.30	0.40	4.02	9.30	0.90	102.57	359.00	0.00	71.91	138.00	2.00	124.91	237.00	41.00	20.98	25.80	16.70	994.04	994.90	993.30	62.27	76.90	47.50	0.01	0.24	0.00	20.78	470.00	0.00	0.00	0.00	0.00	
2018-09-02 01:00:00+02	0.67	3.20	0.00	2.23	8.40	0.10	3.90	12.30	0.30	121.91	359.00	0.00	95.91	356.00	1.00	139.04	358.00	0.00	21.54	27.10	17.20	994.98	996.00	993.40	55.22	78.70	29.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-09-03 01:00:00+02	0.61	3.70	0.00	1.94	6.20	0.20	3.28	9.40	0.40	132.52	359.00	0.00	83.74	359.00	0.00	126.35	356.00	1.00	20.99	25.60	15.40	990.55	994.10	987.50	55.83	74.40	40.20	0.01	1.18	0.00	4.70	430.00	0.00	0.05	34.90	0.00	
2018-09-04 01:00:00+02	0.43	5.30	0.00	1.18	8.60	0.10	1.93	13.20	0.30	184.39	359.00	0.00	169.04	359.00	0.00	161.78	359.00	0.00	18.63	22.40	16.40	986.57	988.00	985.80	76.18	84.70	62.60	5.11	42.03	0.00	3899.00	10950.00	10.00	1.83	117.90	0.00	
2018-09-05 01:00:00+02	0.44	2.90	0.00	1.15	4.30	0.10	1.88	6.10	0.30	238.17	359.00	0.00	210.96	359.00	0.00	141.35	359.00	0.00	19.04	24.20	15.50	988.65	989.50	987.40	69.44	86.30	41.50	1.87	42.03	0.00	513.22	10950.00	0.00	0.00	0.10	0.00	
2018-09-06 01:00:00+02	0.40	2.00	0.00	1.00	3.40	0.10	1.58	5.30	0.30	191.00	359.00	0.00	226.87	359.00	1.00	217.70	359.00	0.00	16.98	21.60	12.60	986.92	988.70	985.40	74.74	84.60	52.80	1.24	2.81	0.00	324.57	740.00	0.00	0.12	55.80	0.00	
2018-09-07 01:00:00+02	0.33	2.20	0.00	0.92	4.00	0.10	1.54	5.90	0.20	205.67	359.00	1.00	221.88	359.00	0.00	187.50	359.00	0.00	18.11	25.20	11.30	986.11	988.20	984.90	65.75	85.80	38.00	0.12	2.81	0.00	31.33	740.00	0.00	0.00	0.00	0.00	
2018-09-08 01:00:00+02	0.51	3.30	0.00	1.48	5.00	0.20	2.41	7.80	0.30	212.17	333.00	43.00	262.42	355.00	1.00	235.12	359.00	0.00	16.97	20.20	14.10	991.88	994.70	988.20	74.46	84.20	61.10	0.02	0.05	0.00	91.25	310.00	0.00	0.00	0.50	0.00	
2018-09-09 01:00:00+02	0.50	4.50	0.00	1.37	6.20	0.10	2.21	8.20	0.30	194.46	359.00	0.00	230.42	359.00	0.00	198.38	359.00	0.00	16.81	23.60	11.20	995.63	996.50	994.60	66.84	85.90	37.50	0.00	0.05	0.00	13.12	310.00	0.00	0.00	0.00	0.00	
2018-09-10 01:00:00+02	0.39	3.20	0.00	1.03	4.00	0.10	1.66	5.50	0.20	203.26	359.00	1.00	244.83	359.00	1.00	213.04	359.00	0.00	17.81	25.10	11.20	995.42	996.30	994.30	60.67	84.40	31.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-09-11 01:00:00+02	0.45	2.90	0.00	1.16	4.10	0.10	1.83	6.40	0.30	200.30	347.00	12.00	250.30	359.00	0.00	233.35	359.00	0.00	17.35	22.90	11.80	995.66	997.00	994.60	64.96	81.20	43.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-09-12 01:00:00+02	0.38	2.60	0.00	1.02	4.30	0.10	1.63	5.50	0.30	203.52	358.00	6.00	252.78	353.00	25.00	240.39	359.00	0.00	20.61	29.70	12.10	994.41	996.30	991.80	58.48	83.20	28.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-09-13 01:00:00+02	0.31	2.40	0.00	0.87	3.40	0.10	1.44	4.50	0.20	184.83	359.00	1.00	215.09	359.00	1.00	199.13	359.00	0.00	20.73	28.60	13.60	990.84	992.10	989.30	59.19	81.40	33.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-09-14 01:00:00+02	0.32	2.60	0.00	0.91	3.40	0.10	1.50	4.80	0.20	218.65	359.00	0.00	213.74	359.00	0.00	151.57	359.00	0.00	17.90	20.30	16.20	991.24	992.40	989.40	74.57	83.90	61.60	0.91	3.73	0.00	941.22	4110.00	0.00	0.16	21.90	0.00	
2018-09-15 01:00:00+02	0.49	5.00	0.00	1.54	6.60	0.10	2.57	8.70	0.30	230.09	359.00	0.00	277.91	359.00	0.00	192.22	359.00	0.00	17.25	21.00	13.40	993.54	997.70	991.00	72.10	85.20	48.00	3.81	4.48	0.00	8982.13	11090.00	0.00	0.19	13.10	0.00	
2018-09-16 01:00:00+02	0.40	3.30	0.00	1.13	5.00	0.10	1.84	6.70	0.20	211.61	359.00	3.00	247.74	359.00	0.00	205.65	359.00	0.00	15.58	21.60	9.90	998.27	999.60	997.30	61.96	83.80	36.60	0.20	4.48	0.00	490.22	11090.00	0.00	0.00	0.00	0.00	
2018-09-17 01:00:00+02	0.23	2.00	0.00	0.77	4.20	0.10	1.35	6.00	0.20	194.87	359.00	0.00	234.57	359.00	0.00	184.52	359.00	0.00	17.77	26.40	9.70	996.01	997.50	994.40	62.41	82.10	38.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-09-18 01:00:00+02	0.25	2.30	0.00	0.78	3.50	0.10	1.35	4.50	0.30	183.70	359.00	0.00	233.22	358.00	0.00	197.13	359.00	0.00	19.70	27.60	12.60	994.18	995.60	992.50	60.81	83.80	31.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-09-19 01:00:00+02	0.36	3.10	0.00	1.01	5.00	0.10	1.64	6.60	0.30	201.70	345.00	40.00	253.70	355.00	4.00	240.91	359.00	0.00	19.05	27.70	11.80	994.02	995.10	993.20	59.10	83.70	27.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-09-20 01:00:00+02	0.30	2.30	0.00	0.84	3.30	0.10	1.36	4.60	0.20	204.57	359.00	3.00	254.39	354.00	7.00	224.52	359.00	0.00	19.07	28.00	11.40	993.84	995.40	992.00	58.69	82.30	27.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-09-21 01:00:00+02	0.41	3.20	0.00	1.20	5.40	0.10	2.01	8.20	0.20	183.70	359.00	1.00	223.13	359.00	2.00	219.78	359.00	0.00	19.80	28.20	11.20	988.25	992.00	984.10	53.74	81.50	27.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-09-22 01:00:00+02	0.76	4.10	0.00	2.16	7.80	0.10	3.48	10.70	0.30	201.74	347.00	5.00	253.52	358.00	5.00	236.43	359.00	0.00	13.73	18.90	11.70	991.72	994.00	984.20	66.40	82.00	51.10	7.79	9.35	0.00	10682.83	13400.00	0.00	0.40	54.60	0.00	
2018-09-23 01:00:00+02	0.76	4.80	0.00	2.26	8.10	0.10	3.69	11.60	0.30	182.52	352.00	0.00	229.39	359.00	1.00	229.22	359.00	0.00	14.24	17.20	10.70	987.01	992.80	974.10	59.14	79.30	39.50	0.64	9.35	0.00	952.61	13400.00	0.00	0.02	4.00	0.00	
2018-09-24 01:00:00+02	1.14	4.50	0.10	4.19	10.40	0.50	7.43	24.30	1.10	218.26	316.00	89.00	280.61	348.00	206.00	224.09	359.00	0.00	10.20	15.90	6.90	989.96	999.00	974.00	62.20	76.90	42.30	1.73	5.42	0.10	2742.74	6980.00	50.00	0.16	14.60	0.00	
2018-09-25 01:00:00+02	0.81	3.70	0.00	2.75	6.90	0.20	4.66	10.70	0.50	221.35	346.00	25.00	278.09	350.00	97.00	241.96	359.00	0.00	8.04	12.40	5.20	1005.00	1010.80	999.00	61.26	78.20	37.10	0.16	2.92	0.00	339.61	4400.00	0.00	0.00	1.40	0.00	
2018-09-26 01:00:00+02	0.66	3.60	0.00	1.92	5.80	0.20	3.10	7.90	0.40	202.48	356.00	4.00	251.78	346.00	126.00	253.48	359.00	0.00	9.54	15.00	3.70	1008.17	1011.40	1002.40	56.64	80.00	34.30	0.00	0.10	0.00	24.30	550.00	0.00	0.00	0.00	0.00	
2018-09-27 01:00:00+02	0.75	4.80	0.00	2.34	7.60	0.10	3.89	12.90	0.30	209.35	355.00	1.00	259.09	359.00	2.00	250.43	359.00	0.00	13.49	16.90	9.40	1000.61	1002.60	996.40	54.20	81.40	43.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-09-28 01:00:00+02	0.62	4.10	0.00	1.83	7.40	0.10	3.01	10.70	0.20	232.30	355.00	3.00	265.65	359.00	0.00	198.91	359.00	0.00	14.50	22.00	7.20	992.19	996.40	989.20	60.65	83.70	33.00	0.00	0.03	0.00	14.91	480.00	0.00	0.00	0.30	0.00	
2018-09-29 01:00:00+02	0.56	4.00	0.00	1.43	5.90	0.10	2.31	8.30	0.30	244.30	359.00	0.00	211.09	359.00	0.00	153.87	359.00	0.00	9.88	14.50	4.10	998.70	1000.30	995.60	58.74	77.50	32.50	0.23	1.31	0.01	907.61	3870.00	50.00	0.06	5.30	0.00	
2018-09-30 01:00:00+02	0.27	1.80	0.00	0.80	3.20	0.10	1.36	4.50	0.20	194.91	359.00	0.00	205.04	359.00	0.00	193.13	359.00	0.00	8.46	16.90	1.70	995.08	1000.20	988.80	57.29	78.90	27.40	0.01	0.20	0.00	38.48	870.00	0.00	0.00	0.00	0.00	
2018-10-01 01:00:00+02	0.44	2.70	0.00	1.24	3.80	0.10	2.02	6.00	0.30	207.61	359.00	0.00	234.52	359.00	0.00	217.30	359.00	0.00	10.69	18.60	2.10	985.33	988.90	983.10	59.44	78.00	38.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-10-02 01:00:00+02	0.76	4.40	0.00	2.30	6.00	0.50	3.77	8.50	0.90	201.48	291.00	69.00	255.74	337.00	209.00	249.13	359.00	0.00	8.86	11.00	6.20	988.69	990.10	986.30	70.51	81.70	56.10	0.82	1.33	0.00	6615.57	10480.00	0.00	0.05	6.00	0.00	
2018-10-03 01:00:00+02	1.14	5.20	0.10	3.98	9.60	0.80	6.94	18.80	2.00	205.09	290.00	52.00	266.13	332.00	208.00	244.30	359.00	0.00	10.20	14.50	7.00	989.00	995.70	986.10	58.88	71.50	37.30	0.37	1.33	0.00	1368.91	10480.00	0.00	0.03	6.70	0.00	
2018-10-04 01:00:00+02	0.67	3.20	0.00	2.25	6.60	0.10	3.84	10.60	0.30	217.35	355.00	30.00	271.74	355.00	3.00	244.35	359.00	0.00	9.57	14.10	5.50	999.27	1001.80	995.70	61.07	80.20	40.00	0.03	0.65	0.00	69.83	1580.00	0.00	0.00	0.00	0.00	
2018-10-05 01:00:00+02	0.28	2.60	0.00	0.81	3.90	0.10	1.34	5.30	0.20	188.52	359.00	1.00	223.13	358.00	0.00	204.96	359.00	0.00	10.43	19.30	3.20	999.66	1001.90	995.90	61.83	81.00	36.30	0.00	0.00	0.00	6.65	10.00	0.00	0.00	0.10	0.00	
2018-10-06 01:00:00+02	0.38	3.10	0.00	1.00	4.70	0.10	1.65	5.80	0.30	196.35	359.00	0.00	203.65	359.00	0.00	182.43	359.00	0.00	14.04	24.40	4.10	990.71	995.90	987.00	57.51	80.40	30.40	0.00	0.00	0.00	0.43	10.00	0.00	0.00	0.00	0.00	
2018-10-07 01:00:00+02	0.46	4.00	0.00	1.21	6.00	0.10	1.93	8.70	0.20	224.61	359.00	1.00	235.35	359.00	0.00	182.04	359.00	0.00	15.38	21.30	9.80	987.54	994.20	985.60	64.44	77.10	45.90	0.00	0.00	0.00	13.52	20.00	0.00	0.00	0.00	0.00	
2018-10-08 01:00:00+02	0.63	3.00	0.00	1.71	4.20	0.20	2.78	6.00	0.40	165.70	359.00	0.00	71.57	359.00	0.00	115.30	353.00	9.00	11.95	13.90	9.70	996.55	997.60	994.20	62.71	71.80	53.10	0.00	0.00	0.00	0.87	20.00	0.00	0.00	0.00	0.00	
2018-10-09 01:00:00+02	0.31	2.00	0.00	0.94	2.80	0.10	1.60	4.00	0.30	161.22	359.00	0.00	152.22	359.00	0.00	147.43	359.00	0.00	13.68	19.50	9.40	997.96	999.30	996.80	63.67	77.90	42.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-10-10 01:00:00+02	0.41	2.40	0.00	1.13	3.60	0.10	1.86	5.30	0.30	168.52	359.00	0.00	134.48	359.00	0.00	131.22	359.00	0.00	13.53	21.70	6.40	999.47	1000.70	998.70	63.59	82.00	41.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-10-11 01:00:00+02	0.42	2.70	0.00	1.23	3.80	0.10	2.04	5.70	0.30	145.52	359.00	0.00	89.04	358.00	0.00	128.30	357.00	0.00	12.78	19.30	7.40	998.47	999.60	997.30	68.56	81.10	51.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-10-12 01:00:00+02	0.28	2.20	0.00	0.74	3.00	0.10	1.23	4.00	0.20	207.91	359.00	0.00	197.48	359.00	0.00	177.48	359.00	0.00	14.17	22.70	7.40	1000.74	1002.10	998.40	62.05	80.80	34.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-10-13 01:00:00+02	0.28	1.80	0.00	0.72	2.70	0.10	1.16	4.00	0.20	190.83	359.00	0.00	187.17	359.00	0.00	193.09	359.00	0.00	13.92	22.80	6.50	1001.46	1002.90	999.50	64.92	83.60	37.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-10-14 01:00:00+02	0.29	1.70	0.00	0.79	2.90	0.10	1.32	4.10	0.20	190.13	359.00	0.00	165.52	359.00	0.00	170.61	359.00	0.00	13.31	23.20	6.20	997.48	999.50	995.40	64.91	84.40	35.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-10-15 01:00:00+02	0.30	2.00	0.00	0.80	3.10	0.10	1.30	4.30	0.30	216.09	359.00	0.00	202.52	359.00	0.00	175.35	359.00	0.00	12.68	21.30	5.40	995.74	996.80	994.60	61.33	82.50	33.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-10-16 01:00:00+02	0.31	2.10	0.00	0.88	3.90	0.10	1.45	5.20	0.20	187.39	359.00	0.00	180.57	359.00	0.00	183.30	359.00	0.00	13.54	23.30	5.80	995.12	995.80	994.40	56.28	80.40	26.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-10-17 01:00:00+02	0.25	1.90	0.00	0.69	2.70	0.10	1.15	4.00	0.30	206.13	359.00	0.00	186.39	359.00	0.00	165.57	359.00	0.00	14.56	22.10	8.60	994.84	995.90	993.80	56.28	77.00	28.40	0.03	0.04	0.00	6.83	10.00	0.00	0.00	2.00	0.00	
2018-10-18 01:00:00+02	0.33	2.00	0.00	0.84	3.60	0.10	1.31	4.70	0.30	192.22	359.00	0.00	228.43	357.00	0.00	222.09	359.00	0.00	14.24	19.30	11.00	992.95	993.80	992.10	66.77	81.90	48.80	0.00	0.04	0.00	0.43	10.00	0.00	0.00	0.00	0.00	
2018-10-19 01:00:00+02	0.58	3.60	0.00	1.61	4.90	0.10	2.56	6.90	0.30	215.00	343.00	16.00	265.22	359.00	0.00	221.09	359.00	0.00	11.42	13.50	10.30	995.30	998.00	993.30	78.78	85.10	70.60	0.02	0.03	0.00	9.96	20.00	0.00	0.00	1.90	0.00	
2018-10-20 01:00:00+02	0.48	3.00	0.00	1.45	3.90	0.20	2.39	7.40	0.40	206.83	342.00	23.00	263.04	341.00	4.00	222.70	359.00	0.00	10.46	12.40	7.10	997.89	998.80	997.00	73.91	81.10	62.20	0.09	0.46	0.00	458.87	2310.00	0.00	0.02	1.80	0.00	
2018-10-21 01:00:00+02	0.46	2.70	0.00	1.28	4.10	0.10	2.07	5.90	0.30	199.74	359.00	0.00	169.91	359.00	0.00	158.87	359.00	0.00	8.04	10.30	5.60	999.77	1001.40	997.60	73.08	83.00	63.60	0.25	0.46	0.00	2774.26	3710.00	0.00	0.01	0.70	0.00	
2018-10-22 01:00:00+02	0.33	2.30	0.00	1.00	4.00	0.10	1.69	7.00	0.30	209.74	359.00	0.00	226.65	359.00	0.00	214.70	359.00	0.00	7.26	13.00	2.70	998.52	1001.20	996.60	73.92	84.20	50.90	0.03	0.34	0.00	217.57	3710.00	0.00	0.00	0.10	0.00	
2018-10-23 01:00:00+02	1.46	6.70	0.10	4.47	11.90	0.80	7.25	19.50	1.30	209.83	319.00	76.00	262.52	343.00	226.00	258.57	359.00	0.00	7.62	9.80	4.80	988.11	997.30	974.60	69.75	81.90	49.00	1.24	6.64	0.00	4255.30	23900.00	0.00	0.27	6.90	0.00	
2018-10-24 01:00:00+02	1.30	5.60	0.20	4.69	11.20	1.10	8.38	17.30	2.10	234.43	314.00	86.00	300.22	345.00	233.00	163.61	359.00	0.00	7.81	9.80	4.70	978.47	987.40	972.80	54.03	78.50	30.20	1.27	8.31	0.04	3690.43	26600.00	50.00	0.12	19.30	0.00	
2018-10-25 01:00:00+02	1.04	5.90	0.10	3.40	8.40	0.50	5.75	13.70	1.40	205.78	314.00	66.00	265.65	335.00	225.00	251.52	359.00	0.00	7.53	11.30	3.00	982.83	987.60	978.70	72.62	82.70	58.40	0.30	1.14	0.00	1520.00	5450.00	0.00	0.04	6.20	0.00	
2018-10-26 01:00:00+02	0.63	3.90	0.00	1.80	5.60	0.10	2.92	7.90	0.30	196.26	359.00	4.00	237.43	359.00	0.00	225.65	359.00	0.00	9.67	12.30	7.00	983.09	985.20	978.80	62.97	77.90	50.20	0.05	1.14	0.00	269.39	5450.00	0.00	0.00	0.00	0.00	
2018-10-27 01:00:00+02	0.42	3.00	0.00	1.27	6.10	0.10	2.12	8.60	0.30	222.87	359.00	0.00	246.52	359.00	0.00	204.91	359.00	0.00	8.80	13.40	5.00	979.94	984.10	976.90	74.13	82.50	54.30	0.66	3.64	0.00	2559.74	17430.00	0.00	0.11	5.10	0.00	
2018-10-28 01:00:00+02	0.82	3.60	0.00	2.61	6.10	0.30	4.64	9.60	1.00	177.30	359.00	0.00	62.35	355.00	1.00	118.78	354.00	17.00	6.10	7.20	5.30	983.97	985.60	981.40	82.19	85.80	77.10	5.15	7.17	0.03	12896.09	19430.00	50.00	0.31	12.40	0.00	
2018-10-29 00:00:00+01	0.47	2.60	0.00	1.43	3.80	0.20	2.46	7.90	0.40	155.13	359.00	0.00	97.22	359.00	1.00	140.09	358.00	0.00	12.26	18.30	7.00	981.27	982.30	979.40	77.46	86.00	62.90	0.34	7.27	0.00	971.83	17010.00	0.00	0.00	1.00	0.00	
2018-10-30 00:00:00+01	0.97	4.60	0.00	2.67	8.20	0.10	4.46	14.70	0.30	125.30	359.00	0.00	153.61	353.00	3.00	198.70	359.00	1.00	18.45	23.00	13.50	980.61	987.40	977.80	46.79	66.60	28.20	0.00	0.04	0.00	15.48	350.00	0.00	0.00	0.00	0.00	
2018-10-31 00:00:00+01	0.44	3.80	0.00	1.06	6.80	0.10	1.71	9.10	0.30	202.70	359.00	0.00	208.70	359.00	0.00	195.91	359.00	0.00	12.90	19.70	6.20	994.42	997.10	988.30	52.50	73.90	31.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-11-01 00:00:00+01	0.47	3.10	0.00	1.28	4.90	0.10	2.12	6.70	0.20	158.35	359.00	0.00	135.13	359.00	0.00	154.61	359.00	0.00	12.36	19.10	4.80	993.77	996.80	991.00	59.77	80.00	39.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-11-02 00:00:00+01	0.35	2.10	0.00	0.86	4.20	0.10	1.43	6.30	0.40	205.48	359.00	0.00	192.00	359.00	0.00	165.96	359.00	0.00	16.55	21.70	12.70	994.95	997.80	991.60	57.33	76.00	37.20	0.25	0.32	0.00	1863.48	2380.00	0.00	0.01	1.50	0.00	
2018-11-03 00:00:00+01	0.51	2.90	0.00	1.34	4.10	0.10	2.15	5.40	0.30	215.96	359.00	0.00	166.04	359.00	0.00	156.70	359.00	1.00	12.11	13.80	10.00	998.99	1001.10	996.70	82.27	84.30	77.20	0.77	0.81	0.02	2713.78	4330.00	50.00	0.04	3.80	0.00	
2018-11-04 00:00:00+01	0.64	2.60	0.00	1.95	7.70	0.20	3.47	14.60	0.60	151.74	359.00	0.00	88.30	356.00	1.00	149.09	338.00	12.00	11.22	12.90	9.90	996.55	999.70	993.90	82.68	85.60	78.20	0.04	0.81	0.00	123.35	2790.00	0.00	0.00	0.00	0.00	
2018-11-05 00:00:00+01	0.39	2.70	0.00	1.26	3.80	0.10	2.18	5.10	0.50	150.78	359.00	0.00	90.91	359.00	0.00	153.13	353.00	22.00	12.21	15.10	10.50	992.86	994.30	991.60	78.43	84.70	62.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-11-06 00:00:00+01	0.50	2.50	0.00	1.27	4.60	0.20	2.13	6.70	0.40	217.96	359.00	0.00	165.70	359.00	0.00	139.43	359.00	0.00	11.30	18.90	6.90	992.01	993.20	990.80	69.77	86.00	40.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-11-07 00:00:00+01	0.31	1.60	0.00	0.88	2.80	0.10	1.46	4.60	0.40	211.48	359.00	0.00	146.35	359.00	0.00	135.96	359.00	0.00	8.73	16.30	3.80	991.08	991.90	990.20	70.79	84.10	47.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-11-08 00:00:00+01	0.25	1.50	0.00	0.64	2.20	0.10	1.05	3.00	0.30	216.48	359.00	0.00	235.00	359.00	0.00	211.43	359.00	0.00	9.72	17.80	3.90	993.72	995.00	991.60	69.53	82.50	47.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-11-09 00:00:00+01	0.24	1.70	0.00	0.71	2.80	0.10	1.21	3.70	0.30	202.87	359.00	0.00	164.04	359.00	0.00	158.17	359.00	0.00	8.11	13.40	4.10	992.62	994.80	990.60	77.67	85.50	59.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-11-10 00:00:00+01	0.21	1.80	0.00	0.64	2.50	0.10	1.11	3.40	0.30	209.78	359.00	0.00	155.87	359.00	0.00	162.26	359.00	0.00	7.52	12.60	4.80	988.91	990.50	987.80	78.56	85.50	60.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-11-11 00:00:00+01	0.26	1.80	0.00	0.67	2.80	0.10	1.10	3.90	0.20	193.39	359.00	0.00	177.52	359.00	0.00	184.91	359.00	0.00	6.71	15.40	0.70	990.24	994.50	988.60	72.83	83.60	48.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-11-12 00:00:00+01	0.28	1.90	0.00	0.69	2.70	0.10	1.11	3.70	0.20	217.26	359.00	0.00	180.43	359.00	0.00	166.00	359.00	0.00	8.11	14.80	2.50	996.30	997.40	994.60	72.54	83.40	52.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-11-13 00:00:00+01	0.39	2.80	0.00	1.16	5.70	0.20	1.99	9.80	0.30	214.96	359.00	0.00	242.74	359.00	0.00	234.00	359.00	0.00	10.01	17.60	3.30	996.87	999.20	995.30	68.94	82.10	44.30	0.02	0.36	0.00	161.91	2700.00	0.00	0.01	2.20	0.00	
2018-11-14 00:00:00+01	0.67	4.10	0.00	2.18	5.60	0.30	3.64	8.90	0.60	219.91	330.00	81.00	273.78	349.00	0.00	239.83	359.00	0.00	8.81	10.20	7.50	1001.44	1002.70	999.60	72.82	79.20	59.80	0.14	0.39	0.00	721.91	2890.00	0.00	0.02	3.00	0.00	
2018-11-15 00:00:00+01	0.48	2.40	0.00	1.31	4.40	0.10	2.13	6.90	0.40	203.26	359.00	0.00	136.26	359.00	0.00	137.52	359.00	0.00	7.85	9.60	6.60	1003.64	1004.90	1002.50	69.60	82.00	56.70	0.04	0.39	0.00	267.39	1900.00	0.00	0.00	0.50	0.00	
2018-11-16 00:00:00+01	0.65	2.90	0.00	2.55	5.80	0.40	4.67	8.80	1.00	152.96	359.00	0.00	73.26	122.00	15.00	138.04	264.00	48.00	4.75	6.40	1.90	1008.14	1010.30	1005.30	68.02	74.80	60.40	0.00	0.03	0.00	10.61	240.00	0.00	0.00	0.00	0.00	
2018-11-17 00:00:00+01	0.64	3.20	0.00	2.24	5.90	0.30	3.96	9.60	0.60	155.26	359.00	0.00	69.83	137.00	7.00	128.57	250.00	46.00	0.63	3.50	-1.40	1009.04	1010.60	1007.00	59.75	75.00	40.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-11-18 00:00:00+01	0.38	2.50	0.00	1.10	3.40	0.20	1.79	5.30	0.40	187.09	359.00	0.00	157.48	358.00	0.00	154.74	359.00	0.00	-0.34	1.60	-3.00	999.99	1006.90	994.00	60.85	74.50	50.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-11-19 00:00:00+01	0.68	3.10	0.00	2.55	5.60	0.30	4.60	9.50	0.60	150.48	359.00	0.00	71.13	176.00	23.00	133.43	290.00	61.00	0.23	1.10	-0.60	993.33	994.90	992.10	71.95	76.90	67.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
2018-11-20 00:00:00+01	0.85	4.20	0.00	3.54	8.00	0.50	6.72	13.70	1.10	160.22	359.00	0.00	73.13	113.00	39.00	138.48	243.00	83.00	0.21	0.60	-0.10	992.01	995.30	989.60	72.13	78.10	66.60	1.78	8.31	0.00	2679.43	12340.00	0.00	0.35	11.40	0.00	
